index (hr),datetime,GHI,Temperature,Relative_Humidity
561.5,2015-04-24 09:30:00,584,24.20089111,92.67391205
562,2015-04-24 10:00:00,759,25.00246582,89.83300781
562.5,2015-04-24 10:30:00,527,25.48967896,88.1011734
563,2015-04-24 11:00:00,723,25.97692261,86.40396881
563.5,2015-04-24 11:30:00,610,26.12078247,86.52716064
564,2015-04-24 12:00:00,225,26.26467285,86.64219666
564.5,2015-04-24 12:30:00,170,26.19689331,87.26641846
565,2015-04-24 13:00:00,770,26.12914429,87.8941803
565.5,2015-04-24 13:30:00,435,25.88265381,89.22879791
566,2015-04-24 14:00:00,599,25.63616333,90.58603668
566.5,2015-04-24 14:30:00,224,25.51748047,91.65418243
567,2015-04-24 15:00:00,392,25.39882813,92.7330246
567.5,2015-04-24 15:30:00,412,25.29458008,93.19911957
568,2015-04-24 16:00:00,260,25.19033203,93.66794586
568.5,2015-04-24 16:30:00,328,25.01485596,94.30766296
569,2015-04-24 17:00:00,119,24.83937988,94.95202637
569.5,2015-04-24 17:30:00,176,24.55935059,95.73709106
570,2015-04-24 18:00:00,73,24.27935181,96.52508545
570.5,2015-04-24 18:30:00,29,24.04284058,97.1474762
571,2015-04-24 19:00:00,0,23.80632935,97.77065277
571.5,2015-04-24 19:30:00,0,23.65227661,98.289711
572,2015-04-24 20:00:00,0,23.49822388,98.81076813
572.5,2015-04-24 20:30:00,0,23.38143311,99.27019501
573,2015-04-24 21:00:00,0,23.26461182,99.7318573
573.5,2015-04-24 21:30:00,0,23.12584839,100
574,2015-04-24 22:00:00,0,22.98708496,100
574.5,2015-04-24 22:30:00,0,22.81444702,100
575,2015-04-24 23:00:00,0,22.64180908,100
575.5,2015-04-24 23:30:00,0,22.45134888,100
576,2015-04-25 00:00:00,0,22.26091919,100
576.5,2015-04-25 00:30:00,0,22.08440552,100
577,2015-04-25 01:00:00,0,21.90786133,100
577.5,2015-04-25 01:30:00,0,21.74163208,100
578,2015-04-25 02:00:00,0,21.57543335,100
578.5,2015-04-25 02:30:00,0,21.42919312,100
579,2015-04-25 03:00:00,0,21.28295288,100
579.5,2015-04-25 03:30:00,0,21.14104614,100
580,2015-04-25 04:00:00,0,20.99916992,100
580.5,2015-04-25 04:30:00,0,20.73516235,100
581,2015-04-25 05:00:00,0,20.47115479,100
581.5,2015-04-25 05:30:00,0,20.20903931,100
582,2015-04-25 06:00:00,5,19.94695435,100
582.5,2015-04-25 06:30:00,47,20.26192627,100
583,2015-04-25 07:00:00,106,20.57689819,100
583.5,2015-04-25 07:30:00,292,21.54696045,99.12712097
584,2015-04-25 08:00:00,406,22.51705322,96.36621094
584.5,2015-04-25 08:30:00,518,23.83065186,85.1657486
585,2015-04-25 09:00:00,624,25.14425049,75.1757431
585.5,2015-04-25 09:30:00,721,26.38720093,65.59125519
586,2015-04-25 10:00:00,808,27.63015137,57.0329361
586.5,2015-04-25 10:30:00,881,28.63665161,50.31574249
587,2015-04-25 11:00:00,939,29.64315186,44.2030983
587.5,2015-04-25 11:30:00,981,30.16036377,41.70098114
588,2015-04-25 12:00:00,1006,30.6776062,39.31341553
588.5,2015-04-25 12:30:00,1014,30.8963562,38.17258835
589,2015-04-25 13:00:00,1005,31.1151062,37.05537796
589.5,2015-04-25 13:30:00,977,31.08883057,36.49210739
590,2015-04-25 14:00:00,933,31.06258545,35.92765808
590.5,2015-04-25 14:30:00,874,30.840448,36.26446152
591,2015-04-25 15:00:00,799,30.61828003,36.60491562
591.5,2015-04-25 15:30:00,711,30.2394043,38.98448944
592,2015-04-25 16:00:00,612,29.86052856,41.45392609
592.5,2015-04-25 16:30:00,505,29.35238037,42.79388046
593,2015-04-25 17:00:00,392,28.84420166,44.18177795
593.5,2015-04-25 17:30:00,278,27.4366394,47.83827972
594,2015-04-25 18:00:00,166,26.02907715,51.84222031
594.5,2015-04-25 18:30:00,68,25.0083252,54.01896667
595,2015-04-25 19:00:00,0,23.98757324,56.29247284
595.5,2015-04-25 19:30:00,0,23.55043945,56.98425293
596,2015-04-25 20:00:00,0,23.11333618,57.67805099
596.5,2015-04-25 20:30:00,0,22.64751587,59.56568909
597,2015-04-25 21:00:00,0,22.18169556,61.52040482
597.5,2015-04-25 21:30:00,0,21.72844849,64.81458282
598,2015-04-25 22:00:00,0,21.27520142,68.25231171
598.5,2015-04-25 22:30:00,0,20.83660278,72.28566742
599,2015-04-25 23:00:00,0,20.39797363,76.49714661
599.5,2015-04-25 23:30:00,0,19.98607788,80.37567902
600,2015-04-26 00:00:00,0,19.57415161,84.41105652
600.5,2015-04-26 00:30:00,0,19.18700562,88.40747833
601,2015-04-26 01:00:00,0,18.7998291,92.55568695
601.5,2015-04-26 01:30:00,0,18.37069092,96.47759247
602,2015-04-26 02:00:00,0,17.94155273,100
602.5,2015-04-26 02:30:00,0,17.590448,100
603,2015-04-26 03:00:00,0,17.23934326,100
603.5,2015-04-26 03:30:00,0,17.00322876,100
604,2015-04-26 04:00:00,0,16.76714478,100
604.5,2015-04-26 04:30:00,0,17.03182373,100
605,2015-04-26 05:00:00,0,17.29650269,100
605.5,2015-04-26 05:30:00,0,17.82644043,100
606,2015-04-26 06:00:00,1,18.35637817,100
606.5,2015-04-26 06:30:00,10,19.22789917,99.67219543
607,2015-04-26 07:00:00,79,20.09942017,96.4629364
607.5,2015-04-26 07:30:00,127,21.40908203,91.26399994
608,2015-04-26 08:00:00,93,22.71871338,86.36379242
608.5,2015-04-26 08:30:00,132,24.41741333,80.23713684
609,2015-04-26 09:00:00,42,26.11611328,74.58581543
609.5,2015-04-26 09:30:00,389,27.02211914,71.49482727
610,2015-04-26 10:00:00,118,27.928125,68.54898834
610.5,2015-04-26 10:30:00,128,28.52779541,65.44512177
611,2015-04-26 11:00:00,496,29.12746582,62.48379898
611.5,2015-04-26 11:30:00,516,29.11647949,62.38650131
612,2015-04-26 12:00:00,375,29.10549316,62.28913116
612.5,2015-04-26 12:30:00,584,28.46831665,64.53190613
613,2015-04-26 13:00:00,576,27.83117065,66.86703491
613.5,2015-04-26 13:30:00,936,27.14580688,69.77484131
614,2015-04-26 14:00:00,892,26.46044312,72.82351685
614.5,2015-04-26 14:30:00,834,26.39373169,74.56905365
615,2015-04-26 15:00:00,762,26.32702026,76.32705688
615.5,2015-04-26 15:30:00,678,26.20864258,76.97662354
616,2015-04-26 16:00:00,583,26.09029541,77.63174438
616.5,2015-04-26 16:30:00,481,25.75939331,80.66529846
617,2015-04-26 17:00:00,373,25.42849121,83.79310608
617.5,2015-04-26 17:30:00,264,24.85952148,86.98882294
618,2015-04-26 18:00:00,79,24.29055176,90.31847382
618.5,2015-04-26 18:30:00,65,23.79152832,92.99160004
619,2015-04-26 19:00:00,0,23.2925354,95.75445557
619.5,2015-04-26 19:30:00,0,23.09429321,96.93080139
620,2015-04-26 20:00:00,0,22.89605103,98.12339783
620.5,2015-04-26 20:30:00,0,22.68856201,99.28496552
621,2015-04-26 21:00:00,0,22.48110352,100
621.5,2015-04-26 21:30:00,0,22.26110229,100
622,2015-04-26 22:00:00,0,22.04110107,100
622.5,2015-04-26 22:30:00,0,21.90273438,100
623,2015-04-26 23:00:00,0,21.76439819,100
623.5,2015-04-26 23:30:00,0,21.72738037,100
624,2015-04-27 00:00:00,0,21.69033203,100
624.5,2015-04-27 00:30:00,0,21.66665039,100
625,2015-04-27 01:00:00,0,21.64299927,100
625.5,2015-04-27 01:30:00,0,21.5836731,100
626,2015-04-27 02:00:00,0,21.52437744,100
626.5,2015-04-27 02:30:00,0,21.35750732,100
627,2015-04-27 03:00:00,0,21.19060669,100
627.5,2015-04-27 03:30:00,0,20.97805176,100
628,2015-04-27 04:00:00,0,20.76549683,100
628.5,2015-04-27 04:30:00,0,20.56325684,100
629,2015-04-27 05:00:00,0,20.36104736,100
629.5,2015-04-27 05:30:00,0,20.31069336,100
630,2015-04-27 06:00:00,4,20.26030884,100
630.5,2015-04-27 06:30:00,30,20.41399536,100
631,2015-04-27 07:00:00,24,20.56768188,100
631.5,2015-04-27 07:30:00,166,20.88662109,100
632,2015-04-27 08:00:00,391,21.2055603,99.4593811
632.5,2015-04-27 08:30:00,498,21.71929321,97.65872192
633,2015-04-27 09:00:00,600,22.23305664,95.88703156
633.5,2015-04-27 09:30:00,694,22.83141479,94.20076752
634,2015-04-27 10:00:00,778,23.42980347,92.52967072
634.5,2015-04-27 10:30:00,849,24.14541016,90.65174103
635,2015-04-27 11:00:00,786,24.86101685,88.7906189
635.5,2015-04-27 11:30:00,761,25.57970581,86.20373535
636,2015-04-27 12:00:00,787,26.29839478,83.69716644
636.5,2015-04-27 12:30:00,601,26.57671509,79.35784149
637,2015-04-27 13:00:00,438,26.85506592,75.14466095
637.5,2015-04-27 13:30:00,951,26.99263916,70.86381531
638,2015-04-27 14:00:00,702,27.1302124,66.65525818
638.5,2015-04-27 14:30:00,852,27.16976318,62.39713287
639,2015-04-27 15:00:00,733,27.20934448,58.16718292
639.5,2015-04-27 15:30:00,607,26.89116821,55.43676758
640,2015-04-27 16:00:00,513,26.57296143,52.59158707
640.5,2015-04-27 16:30:00,495,25.9447876,53.95001221
641,2015-04-27 17:00:00,284,25.31661377,55.34589386
641.5,2015-04-27 17:30:00,273,24.17260132,59.96881866
642,2015-04-27 18:00:00,165,23.02858887,65.00798035
642.5,2015-04-27 18:30:00,69,21.96395264,68.5617218
643,2015-04-27 19:00:00,0,20.89931641,72.33833313
643.5,2015-04-27 19:30:00,0,20.31453857,77.53717041
644,2015-04-27 20:00:00,0,19.72973022,83.03862762
644.5,2015-04-27 20:30:00,0,19.14336548,88.87591553
645,2015-04-27 21:00:00,0,18.55700073,95.05363464
645.5,2015-04-27 21:30:00,0,18.00356445,99.40366364
646,2015-04-27 22:00:00,0,17.45012817,100
646.5,2015-04-27 22:30:00,0,17.22179565,100
647,2015-04-27 23:00:00,0,16.99349365,100
647.5,2015-04-27 23:30:00,0,16.91820679,100
648,2015-04-28 00:00:00,0,16.84291992,100
648.5,2015-04-28 00:30:00,0,16.7060791,99.34042358
649,2015-04-28 01:00:00,0,16.56923828,97.8769455
649.5,2015-04-28 01:30:00,0,16.32265625,97.14926147
650,2015-04-28 02:00:00,0,16.07607422,96.37795258
650.5,2015-04-28 02:30:00,0,15.74871216,96.90345764
651,2015-04-28 03:00:00,0,15.42138062,97.41308594
651.5,2015-04-28 03:30:00,0,15.1458374,96.57634735
652,2015-04-28 04:00:00,0,14.87026367,95.68260956
652.5,2015-04-28 04:30:00,0,14.48156128,94.60241699
653,2015-04-28 05:00:00,0,14.09285889,93.41300201
653.5,2015-04-28 05:30:00,0,13.73623047,91.92497253
654,2015-04-28 06:00:00,0,13.37960205,90.3214798
654.5,2015-04-28 06:30:00,5,13.40374146,87.78419495
655,2015-04-28 07:00:00,12,13.42788086,85.25432587
655.5,2015-04-28 07:30:00,17,13.69091187,82.96973419
656,2015-04-28 08:00:00,49,13.95397339,80.74033356
656.5,2015-04-28 08:30:00,44,14.09533081,79.34328461
657,2015-04-28 09:00:00,119,14.23668823,77.96531677
657.5,2015-04-28 09:30:00,141,14.58062134,76.21224976
658,2015-04-28 10:00:00,241,14.92455444,74.50298309
658.5,2015-04-28 10:30:00,258,15.02831421,73.02819061
659,2015-04-28 11:00:00,141,15.13207397,71.57032013
659.5,2015-04-28 11:30:00,181,15.44658813,69.92889404
660,2015-04-28 12:00:00,88,15.76107178,68.32805634
660.5,2015-04-28 12:30:00,117,16.32528076,66.08683777
661,2015-04-28 13:00:00,125,16.88948975,63.92885971
661.5,2015-04-28 13:30:00,143,17.41454468,61.71490479
662,2015-04-28 14:00:00,161,17.93959961,59.58548737
662.5,2015-04-28 14:30:00,167,18.02236328,58.90675354
663,2015-04-28 15:00:00,460,18.10515747,58.23366547
663.5,2015-04-28 15:30:00,193,17.77202759,58.65612793
664,2015-04-28 16:00:00,147,17.43889771,59.07413864
664.5,2015-04-28 16:30:00,123,16.75048218,60.36766815
665,2015-04-28 17:00:00,116,16.06209717,61.67403412
665.5,2015-04-28 17:30:00,277,15.37035522,63.76218796
666,2015-04-28 18:00:00,57,14.6786438,65.92868805
666.5,2015-04-28 18:30:00,71,13.98165283,68.93755341
667,2015-04-28 19:00:00,0,13.28466187,72.10166931
667.5,2015-04-28 19:30:00,0,12.7413269,74.44620514
668,2015-04-28 20:00:00,0,12.19796143,76.87770081
668.5,2015-04-28 20:30:00,0,11.85158691,78.18926239
669,2015-04-28 21:00:00,0,11.5052124,79.52510071
669.5,2015-04-28 21:30:00,0,11.25609741,80.19232941
670,2015-04-28 22:00:00,0,11.00698242,80.86255646
670.5,2015-04-28 22:30:00,0,10.76784668,81.47615814
671,2015-04-28 23:00:00,0,10.52871094,82.09143066
671.5,2015-04-28 23:30:00,0,10.31194458,82.67038727
672,2015-04-29 00:00:00,0,10.09520874,83.25112152
672.5,2015-04-29 00:30:00,0,9.91048584,83.76740265
673,2015-04-29 01:00:00,0,9.725793457,84.28520966
673.5,2015-04-29 01:30:00,0,9.570733643,84.78430176
674,2015-04-29 02:00:00,0,9.415673828,85.28593445
674.5,2015-04-29 02:30:00,0,9.289300537,85.73487091
675,2015-04-29 03:00:00,0,9.162927246,86.18611145
675.5,2015-04-29 03:30:00,0,9.059716797,86.46574402
676,2015-04-29 04:00:00,0,8.956536865,86.74542999
676.5,2015-04-29 04:30:00,0,8.869958496,86.88047028
677,2015-04-29 05:00:00,0,8.783410645,87.0142746
677.5,2015-04-29 05:30:00,0,9.373010254,84.37550354
678,2015-04-29 06:00:00,15,9.962640381,81.82582855
678.5,2015-04-29 06:30:00,92,11.40740356,76.1864624
679,2015-04-29 07:00:00,195,12.85213623,70.97332764
679.5,2015-04-29 07:30:00,307,14.89754639,63.02619553
680,2015-04-29 08:00:00,421,16.94295654,56.07785034
680.5,2015-04-29 08:30:00,533,18.49950562,51.0602951
681,2015-04-29 09:00:00,638,20.05602417,46.54580307
681.5,2015-04-29 09:30:00,734,21.04100952,44.60650635
682,2015-04-29 10:00:00,819,22.02599487,42.75403595
682.5,2015-04-29 10:30:00,892,22.72628174,41.8913765
683,2015-04-29 11:00:00,949,23.42653809,41.03584671
683.5,2015-04-29 11:30:00,990,23.9291626,40.47134781
684,2015-04-29 12:00:00,1015,24.43175659,39.90847397
684.5,2015-04-29 12:30:00,1022,24.72185669,39.55587006
685,2015-04-29 13:00:00,1011,25.01195679,39.20501328
685.5,2015-04-29 13:30:00,983,25.07570801,39.13476563
686,2015-04-29 14:00:00,939,25.13945923,39.06445313
686.5,2015-04-29 14:30:00,878,24.95263062,39.11516571
687,2015-04-29 15:00:00,803,24.76583252,39.16296387
687.5,2015-04-29 15:30:00,716,24.35820923,39.50537491
688,2015-04-29 16:00:00,618,23.95061646,39.8443222
688.5,2015-04-29 16:30:00,511,23.30666504,42.22249222
689,2015-04-29 17:00:00,399,22.66271362,44.73518372
689.5,2015-04-29 17:30:00,285,21.48439941,50.66889954
690,2015-04-29 18:00:00,174,20.30608521,57.27593231
690.5,2015-04-29 18:30:00,75,19.23027954,59.71569443
691,2015-04-29 19:00:00,0,18.15447388,62.25514221
691.5,2015-04-29 19:30:00,0,17.72509155,63.29518127
692,2015-04-29 20:00:00,0,17.29570923,64.35120392
692.5,2015-04-29 20:30:00,0,16.9237915,65.38533783
693,2015-04-29 21:00:00,0,16.55187378,66.43656158
693.5,2015-04-29 21:30:00,0,16.20690308,67.14628601
694,2015-04-29 22:00:00,0,15.86196289,67.85858917
694.5,2015-04-29 22:30:00,0,15.57079468,69.22846222
695,2015-04-29 23:00:00,0,15.27962646,70.62886047
695.5,2015-04-29 23:30:00,0,14.96709595,71.69008636
696,2015-04-30 00:00:00,0,14.65456543,72.76899719
696.5,2015-04-30 00:30:00,0,14.34298096,69.75757599
697,2015-04-30 01:00:00,0,14.03139648,66.60223389
697.5,2015-04-30 01:30:00,0,13.74138794,68.01263428
698,2015-04-30 02:00:00,0,13.45137939,69.455513
698.5,2015-04-30 02:30:00,0,13.17736206,70.89620972
699,2015-04-30 03:00:00,0,12.90337524,72.36885834
699.5,2015-04-30 03:30:00,0,12.64751587,73.8837204
700,2015-04-30 04:00:00,0,12.39168701,75.4315033
700.5,2015-04-30 04:30:00,0,12.17049561,76.55866241
701,2015-04-30 05:00:00,0,11.94927368,77.70480347
701.5,2015-04-30 05:30:00,0,12.72521362,77.58766937
702,2015-04-30 06:00:00,17,13.50115356,77.32021332
702.5,2015-04-30 06:30:00,96,15.03557739,72.66577148
703,2015-04-30 07:00:00,200,16.57000122,68.28549194
703.5,2015-04-30 07:30:00,313,18.26381836,62.63935471
704,2015-04-30 08:00:00,428,19.9576355,57.5179863
704.5,2015-04-30 08:30:00,539,21.68612061,49.7678566
705,2015-04-30 09:00:00,645,23.41460571,43.05570221
705.5,2015-04-30 09:30:00,740,24.24221191,41.75394821
706,2015-04-30 10:00:00,825,25.06984863,40.49003983
706.5,2015-04-30 10:30:00,896,25.62572632,39.81513596
707,2015-04-30 11:00:00,952,26.181604,39.14677048
707.5,2015-04-30 11:30:00,992,26.57665405,38.70147324
708,2015-04-30 12:00:00,1015,26.97167358,38.25848007
708.5,2015-04-30 12:30:00,1021,27.13430176,38.15866852
709,2015-04-30 13:00:00,1009,27.29692993,38.05755234
709.5,2015-04-30 13:30:00,981,27.27102051,38.17411804
710,2015-04-30 14:00:00,935,27.24511108,38.29090118
710.5,2015-04-30 14:30:00,875,27.01293335,38.62665939
711,2015-04-30 15:00:00,800,26.78078613,38.96545029
711.5,2015-04-30 15:30:00,712,26.35695801,39.61239624
712,2015-04-30 16:00:00,615,25.93312988,40.27060699
712.5,2015-04-30 16:30:00,509,25.26531372,42.70869064
713,2015-04-30 17:00:00,397,24.59746704,45.2874527
713.5,2015-04-30 17:30:00,284,23.49682007,50.6125946
714,2015-04-30 18:00:00,174,22.3961731,56.48666
714.5,2015-04-30 18:30:00,75,21.24535522,58.12205505
715,2015-04-30 19:00:00,0,20.09453735,59.73610687
715.5,2015-04-30 19:30:00,0,19.63552246,59.88877487
716,2015-04-30 20:00:00,0,19.17653809,60.00665283
716.5,2015-04-30 20:30:00,0,18.7456604,60.61492538
717,2015-04-30 21:00:00,0,18.31478271,61.21723175
717.5,2015-04-30 21:30:00,0,17.92302856,62.13487244
718,2015-04-30 22:00:00,0,17.53130493,63.064991
718.5,2015-04-30 22:30:00,0,17.15145264,64.304245
719,2015-04-30 23:00:00,0,16.77163086,65.57111359
719.5,2015-04-30 23:30:00,0,16.41954956,66.93811035
